127.0.0.1 - - [11/Mar/2024:09:18:50 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:53 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:54 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:56 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:59 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:59 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:33 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:35 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1295
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:37 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:37 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:20 +0900] "GET /day5/main/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:24 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:26 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:27 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:29 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:29 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:45 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:46 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:47 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:21:49 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:23:32 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1292
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:23:37 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:23:39 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:25:53 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:25:53 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:26:00 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:26:03 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:26:05 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:26:15 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:26:15 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:29:45 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1282
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:29:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:30:28 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:31:46 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1362
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:15 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:16 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:18 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:18 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:18 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:26 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1327
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:49 +0900] "GET /day5/main/update2.jsp HTTP/1.1" 200 1340
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:52 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:52 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13602
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:54 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:55 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:32:57 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:58:35 +0900] "GET /day5/air/ticketList.jsp HTTP/1.1" 200 5271
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:58:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:58:47 +0900] "GET /day5/air/ticketBuy.jsp HTTP/1.1" 200 3074
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:59:13 +0900] "POST /day5/air/buyAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:59:13 +0900] "GET /day5/air/buyHistory.jsp HTTP/1.1" 200 2068
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:45 +0900] "GET /day5/air/ticketBuy.jsp HTTP/1.1" 200 3074
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:50 +0900] "GET /day5/air/ticketList.jsp HTTP/1.1" 200 5271
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:53 +0900] "GET /day5/air/ticketBuy.jsp HTTP/1.1" 200 3074
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:58 +0900] "POST /day5/air/buyAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:58 +0900] "GET /day5/air/buyHistory.jsp HTTP/1.1" 200 2347
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:03 +0900] "GET /day5/air/updateForm.jsp?id=ddd HTTP/1.1" 200 3224
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:20 +0900] "POST /day5/air/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:20 +0900] "GET /day5/air/buyHistory.jsp HTTP/1.1" 200 2346
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:26 +0900] "GET /day5/air/deleteAction.jsp?id=ddd HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:26 +0900] "GET /day5/air/buyHistory.jsp HTTP/1.1" 200 2068
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:27 +0900] "GET /day5/air/ticketList.jsp HTTP/1.1" 200 5271
